prompt,response,aspect,definition,setting
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I love you,” he said. “I love you,” she said. “I love you.”<br><br>The words were spoken in a whisper, but they echoed in the room.<br><br>“I love you.” “I love you.’<br><br>The words were spoken in unison, but they were not the same.<br><br>“I love…” “I love…”<br><br>The words were the same, but they were not spoken in unison.<br><br>“I love.” “I love",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,“I am not afraid of the dark. I am afraid of what is in the dark.”<br><br>“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,I love you.<br><br>I love you.<br>I love you.<br><br>You love me.<br><br>You love me. You love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.<br><br>She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I’m not sure I’m ready for this,” she said.<br><br>“You’re ready,” he said.<br><br>“I’ve never been ready for anything in my life.”<br><br>“You’ll be fine.”<br><br>“I’ll be fine?”<br><br>“You will be fine.”<br><br>She took a deep breath. “I’m scared.”<br><br>“Of what?”<br><br>“Of you.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”<br><br>“I have loved the stars too fondly to be fearful of the night.”<br><br>“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know why I love you,” she said. “I just do.”<br><br>“I don‘t know why I love you, either,” he said. “I just do, too.”<br><br>“We’re perfect for each other,” she said.<br><br>“We’ve got to be,” he said.<br><br>“I’m not going to let you go,” she said.<br>“I’m never going to let you go",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know what I’m doing here,” he said. “I’m not the kind of guy who goes to bars.”<br><br>“I’m not the type of girl who goes to bars either,” she said. “But I’m here.”<br><br>“Why?”<br><br>“I don‘t know.”<br><br>“You don’t know?”<br><br>“No.”<br><br>“Then why are you here?",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"The story is about a man and a woman who meet and fall in love. The man is a scientist and the woman is a painter. The man is a scientist and he is very intelligent. The woman is a painter and she is very creative. The man is a scientist and very logical. The woman is a painter and very emotional. The man is a scientist and logical. The woman is a painter, and very emotional. The man is logical. The woman is emotional. The man is intelligent. The woman is creative. The man is a scientist. The woman is a painter. The man and the woman are lovers.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"He was a tall, dark, and handsome man, with a well-trimmed beard and a broad chest. He had a gentle and kind face, and his eyes were like two pools of water. He was dressed in a dark green tunic, and his hair was tied in a ponytail. He was a man of few words, but he was very polite and courteous.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a <b>fast-paced</b> story about lovers:,"The girl was a beautiful, but she was also a little bit of a wild child. She had a reputation for being a bit of a party girl. She was a little bit of a rebel. She was a little bit of an artist. She was a little bit of everything. She was a little bit of trouble. She was a little bit of fun. She was a little bit of love. She was a little bit of lust. She was a little bit of danger. She was a little bit of excitement. She was a little bit of mystery. She was a little bit of magic.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"“I’m going to kill you!”<br><br>“I’ll kill you first!”<br><br>“No, I’ll kill you first!<br><br>“No, I will!”<br><br>“You’re a liar!”<br><br>“And you’re a cheater!”<br><br>“Oh, yeah? Well, you’re a cheater, too!”<br><br>“Yeah, well, you’re a chea-”",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,Write a story about a boy and a girl who are in love. The boy is a bit of a rebel and the girl is a bit of a goody-goody. The boy is the leader of a gang of boys and the girl is the leader of a gang of girls. The two gangs are sworn enemies. The boy and girl meet and fall in love. The boy and girl are caught by their gang leaders and are punished. The boy and girl are forced to break up. The boy and girl decide to run away together. The boy and girl are caught again and are punished.,Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"a young man and a young woman. The young man is a poor student, and the young woman is a rich heiress. The young man is in love with the young woman, but she doesn’t love him. She is in love with a rich young man. The young man is jealous of the rich young man. The rich young man is jealous of the poor young man. The poor young man is jealous of the rich man. The rich man is jealous of the poor man. The poor man is jealous of the rich woman. The rich woman is jealous of the poor woman. ",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
