prompt,response,aspect,definition,setting
Write a <b>fast-paced</b> story about lovers:,Mr. and Mrs. Smith. The student will be able to write about 15 sentences about love.<br>Write a story about a special present that they received. The student will be able to write about 20 sentences.<br>Write a story about a new family member. The student will be able to write about 15 sentences about their pet.<br>Write a story about a family trip. The student will be able to write about 15 sentences about their favorite family trip.<br>Write a story about a family reunion. The student will be able to write about 15 sentences about a family reunion.<br>Write a story about a family holiday. The student will be able to write about 15 sentences about a family holiday.<br>Write a story about a family gathering. The student will be able to write about 15 sentences about a family gathering.<br>Write a story about a family vacation. The student will be able to write about 15 sentences about a family vacation.<br>Write a story about a family outing. The student will be able to write about 15 sentences about a family outing.<br>Write a story about a family party. The student will be able to write about 15 sentences about a family party.<br>Write a story about a family trip. The student will be able to write about 15 sentences about,Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"Hussein and Nour: Hussein and Nour are two young children, who love each other very much. Hussein lives in the city of Baghdad, while Nour lives in the city of Basra. They love each other so deeply that they want to live together forever. They go to the parents of each child and ask them to marry them. The parents agree to marry them if they have some money to buy a house for the two of them.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"romance, suspense, or mystery. Readers of this particular writing style will be looking for a fast-paced story with lots of action and emotion. The goal is to keep the story moving at a fast pace, but to do so without sacrificing character development or storytelling. In this story, the pace of the story is more important than the plot.<br>Write a slow-paced story about lovers: romance, suspense, or mystery. This style of writing is primarily character-driven, and lacks the fast-paced action found in a story with a fast-paced plot. The pace of the story is more important than the plot.<br>Write an action-packed story about lovers: romance, suspense, or mystery. Readers of this particular writing style will be looking for a fast-paced story with lots of action and emotion. The goal is to keep the story moving at a fast pace, but to do so without sacrificing character development or storytelling. In this story, the pace of the story is more important than the plot.<br>Write a character-driven story about lovers: romance, suspense, or mystery. Readers of this particular writing style will be looking for a story with characters who are strong, believ",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"how you met, what you like/dislike about each other, and how you spend time together. Remember, your story needs to be very fast-paced, because a reader will be able to read a word a minute. Go!<br>Write a scene in which your character is involved in an accident, fire, or other emergency (no matter how unlikely). Include a description of the situation and the character’s thoughts and feelings. Go!<br>Write a story about a character who is swapping minds with someone else. What problems does the character have? What problems does the other person have? How do they get their minds back? Go!<br>Write a story about a character who has a great idea. This could be about a new invention or an art project or other creation. Tell the reader about the idea, and how it came to be. Go!<br>Write a story about a character who falls in love with an object. Who is the object? Where does the character meet it? How does the character’s love for the object change over time? Go!<br>Write a story about a character who is in trouble. This character could be in trouble with the law, in trouble with a teacher or a boss, in trouble with another student or teacher,",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","... but I don't know how to write the plot<br><br>I need some help with my story. I have to create a story of lovers but I don't know how to write it because I don't know what to write in the plot.<br>This is the plot:<br><br>Tragedy: It is the plot of a story in which a couple of lovers are separated by an external force. This is the most common plot in Greek tragedy, especially in ancient times, when the gods were the ones that used to separate the lovers. But it can also be a story of lovers in which they are separated by social differences, by death, by differences of opinion...<br><br>What do I do now? I don't know what to write. I have to write this about a couple of lovers. Help, please.<br><br>A:<br><br>The plot you describe is the foundation of the vast majority of romance stories. There are two kinds of possible endings for a romance novel. Either the couple is reunited or they are not. If they are not, the couple has been separated by forces outside of their control and the story ends with the characters either dead or broken. Either way, the couple has been separated by something that exists outside of their control. I don't count stories where there is",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","I wrote a story about a woman who had a stroke, was in a coma, and even if she survived, she would be mentally impaired. She has a boyfriend, but he is in love with another woman. The other woman has a boyfriend too. The boyfriend of the woman who has a stroke has to choose between his girlfriend in a coma, and his girlfriend who is alive. He has to choose between the woman he really loves, and the woman he is not really in love with, but he is afraid to lose.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","a love story that ends in death, pain, or a big problem.""<br>Write a story about a character who has a secret, or a character who loves something that society doesn't approve of.<br>Write a story about a character who has a ghostly experience, or a character who talks with ghosts or spirits.<br>Write a story about a character who is cursed, or a character who is a witch, wizard, or other supernatural being.<br>Write a story about a character who is a little girl or boy, or about a character who likes to play with dolls, dollhouses, or pretend.<br>Write a story about a character who is good at math, science, or who is a scientist or an inventor.<br>Write a story about a character who is a spy, or about a character who is a detective, or about a character who has a secret identity.<br>Write a story about a character who has a ""superpower"" or other special ability, or about a character who is a superhero.<br>Write a story about a character who has a pet or other special friend; or about a character who is a friend to some animal.<br>Write a story about a character who is a hero; or about a character who is a heroine",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","The main characters must fall in love, but the lovers must die tragically in the end (i.e. Romeo and Juliet, Antony and Cleopatra, etc.), or end up not being able to be with each other (i.e. Beauty and the Beast, West Side Story, etc.).<br>Write a story about lovers with a ""Happily Ever After"" plot: The main characters must fall in love, and end up living happily ever after (i.e. The Princess and the Pea, The Little Mermaid, etc.).<br>Write a story about lovers with a ""Witch"" plot: The main characters must fall in love, but the lovers must be forced to separate by a witch or evil force (i.e. Beauty and the Beast, The Wizard of Oz, etc.).<br>Write a story about lovers with a ""Really Cute"" plot: The main characters must fall in love, and end up being the cutest couple ever (i.e. A Series of Unfortunate Events, The Secret Garden, etc.).<br>Write a story about lovers with a ""Secret"" plot: The main characters must fall in love, but the lovers must keep their relationship a secret (i.e. The Karate Kid",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","the main character has a major conflict (a secret, a curse, jealousy, etc.) which causes problems in her relationship with a loved one. This conflict will be resolved (the secret revealed, the curse broken, the jealousy assuaged, etc.), but the main character will find that the resolution results in a ""bad ending"" to her relationship with the loved one. The main character must not die, but she can be in danger of dying. You can write this story in any style (feel free to use supernatural elements if you would like to), and you can also choose to write it from any perspective you want. You do not need to use the word ""tragedy"" in the title, but it should be obvious from the story that the main character's relationship with her loved one is in danger of ending badly.<br>Write a story about lovers with a ""Happy"" plot: the main character has a major conflict (a secret, a curse, jealousy, etc.) which causes problems in her relationship with a loved one. This conflict will be resolved (the secret revealed, the curse broken, the jealousy assuaged, etc.), but the main character will find that the resolution results in a ""happy end",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","[...], [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [235] [236] [237] [238] [239] [240] [241] [242] [243] [244] [245] [246] [247] [248] [249] [250] [251] [252] [253] [254] [255] [256] [257] [258] [259] [260] [261] [262] [263] [264] [265] [266] [267] [268] [269] [270] [271] [272] [273] [274] [275] [276] [277] [278] [279] [280] [281] [282] [283] [284] [285] [286] [287] [288] [289] [290] [291] [292] [293] [294] [295] [296] [297] [298] [299] [300] [301] [302] [303] [304] [305] [",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","<properties><br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<<br><><><<//>: parted //: XXXXXXX, //: XXXXXXX, //: XXXXXX, //: XXXXXXX; XXXXXXX//: XXXXXX, //: XXXXXX, //: XXXXXX, //: XXXXXX. XXXXXX//: parted //: XXXXXXX, //: XXXXXXX, //: XXXXXX, //: XXXXXXX, //: XXXXXX: XXXXXXX//: parted //: XXXXXX, //: XXXXXX. XXXXXX//: parted //: XXXXXXX, //: XXXXXXX, //: XXXXXX, //: XXXXXXX, //: XXXXXX: XXXXXX//: parted //: XXXXXX, //: XXXXXX, //: XXXXXX. XXXXXX//: parted //: XXXXXX, //: XXXXXX. XXXXXX//: parted //: XXXXXX, //: XXXXXX, //: XXXXXX. XXXXXX//:",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","They are lovers, but there is some kind of obstacle that keeps them apart.<br>The obstacle is ruined or has to be abandoned for some reason (death, madness, etc.).<br><br>Write a story about lovers with a ""Comedy"" plot:<br><br>They are lovers, and the obstacle to their union is solved in a satisfactory way.<br><br>Write a story about lovers with a ""Tragicomedy"" plot:<br><br>They are lovers, and the obstacle to their union is solved in a satisfactory way, but the way this is done is somehow unsatisfactory. It may be tense and violent, or it may be messy and foggy.<br><br>Write a story about lovers with a ""Happy End"" plot:<br><br>They are lovers, and the obstacle to their union has been solved in a satisfactory way, and the way this happened was satisfactory as well.<br><br>Write a story about lovers with a ""Sad End"" plot:<br><br>They are lovers, and the obstacle to their union has been solved in an unsatisfactory way, or the way this happened was unsatisfactory as well.<br><br>Write a story about lovers with a ""Twist"" plot:<br><br>They are lovers, but there is some kind of obstacle that keeps them apart. This obstacle is",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","A love triangle is an obvious one, but it can be more complex. What if it's a love square, or a love pentagon? What if the lovers are not all mortal, or all lovable, or all handsome or beautiful? How about Tragedy in the form of a betrayal or a deceit? Or a double Tragedy, such as misidentification of the beloved? What if it's a Tragedy of the Threefold Commandment, the lovers being unable to love God, themselves, or each other?<br>Write a story about lovers with a ""Retrospective"" plot: This is a plot that begins in the middle of a story or action, then flashes back to explain what happened. The flashback is not just a gratuitous backstory, but is crucial to the telling of the story. It's often used to introduce a character or a situation, as in the movie The Usual Suspects, where the flashback is wisely placed at the beginning of the movie, then we flash forward to see the results of the flashback.<br>Write a story about lovers with a ""Paradox"" or ""Conflict"" plot: This is a plot that takes a situation where opposites seem to",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:",Type of plot: Tragedy<br>Option to start with: I don't know<br>Tied together: No<br>Can they get together: Yes<br>Can the girl die: No<br>Can they meet again: Yes<br>Writing a new story:<br>Type of plot: Tragedy<br>Option to start with: They meet again<br>Tied together: Yes<br>Can they get together: No<br>Can the girl die: No<br>Can they meet again: Yes<br>Writing a new story:<br>Type of plot: Tragedy<br>Option to start with: They meet again<br>Tied together: Yes<br>Can they get together: No<br>Can the girl die: No<br>Can they meet again: Yes<br>Writing a new story:<br>Type of plot: Tragedy<br>Option to start with: They meet again<br>Tied together: Yes<br>Can they get together: No<br>Can the girl die: Yes<br>Can they meet again: Yes<br>Writing a new story:<br>Type of plot: Tragedy<br>Option to start with: They meet again<br>Tied together: Yes<br>Can they get together: No<br>Can the girl die: Yes<br>Can they meet again: No<br>Writing a new story:<br>Type of plot:,Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"an introduction, a meet-cute (when they meet), a few draft letters they wrote to each other, and a final letter. Include some of the things they learned about each other and why their relationship mattered. Make sure to reference the clues in the story that hinted to the identity of the author.The study by the Pew Research Center, which is based on a survey of about 1,000 people, found that most Americans believe the government should not allow any types of immigration of refugees.<br>The poll was conducted just after last month’s mass shooting at a Pittsburgh synagogue. The attack, which left 11 Jewish worshippers dead, was carried out by an American-born Muslim who had expressed anti-Semitic views online and later told investigators he once engaged in combat in Iraq.The local boys prevailed in the four-set match to make it a 4-1 sweep over Liberty of the Frontier Conference.<br>The Panthers are now 1-1 in the Red River Athletic Conference while Liberty suffered its first conference loss.The pastor said he did not know the person who was arrested and that he had no idea why the man was arrested.<br>Police in the city of Banjul arrested a policeman after a physical altercation at the National",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"A historical fiction story set in the modern day about two lovers, one of whom is an alcoholic. The other helps him through his problem and the two fall in love. The two have a future together, until the alcoholic has a relapse, and all hope is lost. The alcoholic then goes to a rehab center and soon finds himself sober and ready to face a new future.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"a historical fiction story about lovers is one of the most interesting kinds of stories to read as it is a combination of history and fiction. It is a classic in the history of literature and one of the most famous stories is “Romeo and Juliet” written by William Shakespeare. The story is based on the real story of Romeo and Juliet that lived in Italy in the 16th century and is a great example of how a historical fiction story about lovers can be written. If you want to write your own historical fiction story about lovers, you should first of all do some research about the period of time in which your story is set in. There are many books that can help you write a good story and you should also read the books of famous writers that wrote historical fiction stories about lovers. Once you have collected all the information you need, you should start writing your story. You should also be careful when you are writing your story so that you do not change the past. You should also be careful not to write something that might hurt anybody and you should also be careful not to write something that might offend people. Writing a historical fiction story about lovers is not an easy task as you need to take care of a lot of things while writing it.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,what do they look look look look look look look look look look look look look look look look look here look you here look look look here look look here look look you here look look look here look look look you here look look look look here look here look you here look look look look here look you here look look here look look look look you here look here look look look here look look look here look you here look look here look look look look here look look look you here look here look look look here look look look you here look look look you here look look look you here look look look here look look look look you here look you here look you here look look look look you here look look look here look look look you here look look look you here look look look here look look look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look look you here look you here look you here look look look,Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"How to write a historical fiction story about lovers. In this lesson, you will learn how to write a historical fiction story about lovers. This lesson will also present the different types of historical fiction stories and how to write a good story about lovers.<br>Write a historical fiction story about lovers: How to write a story about lovers? In this lesson, you will learn how to write a story about lovers. This lesson will also present the different types of historical fiction stories and how to write a good story about lovers.<br>Write a fiction story: How to write a ficition story. In this lesson, you will learn how to write a fiction story. This lesson will also present the different types of ficition stories and how to write a good fiction story.<br>Write a fiction story: How to write a ficition story. In this lesson, you will learn how to write a fiction story. This lesson will also present the different types of ficition stories and how to write a good fiction story.<br>Write a historical fiction story about love: How to write a ficition story about love. In this lesson, you will learn how to write a ficition story about love. This lesson will also present the different types of ficition stories and how to write a",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"you have to choose two historical figures as lovers (they can be historical figures from the same or from different eras) and write a story about them. Make sure the story is fiction (no biography of the historical figures).<br>Your story can be a short story (200 words maximum) or a novel (up to 3,000 words). You can submit one or more stories, but please submit only one story per email.<br>The contest closes on June 30, 2014, and the winner will be announced on July 1. The winner will receive a $100 Amazon gift card and his/her story will be published on the Dumb Ox website with a mention of the author’s name.<br>4. Submit your story. Send your story in an email to with the subject line “Historical Lovers Contest.” Include your full name, the names of your historical figures, and the title of your story in the email. Include your full name and email address in the body of the email, as well.<br>5. Winner announcement. We will announce the winner on July 1. The winning story will be featured on the Dumb Ox website.<br>1. All stories must follow the theme of historical lovers. Stories that are romantic, but not historical",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"Any two two two two two two two two two two two two two two two two two-thirds of the way up the trunk.<br>Sample of the trunk of a tree. Tree is about two-thirds of the way up the trunk.The idea is that I will be able to set a shortcut to o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o f t h e s e r o u s p r o p e r t i e s o f t h e s e l i n e s, i n c l u d i n g i t s s p e c i e s, a g e, t h o r a c i c s i t e, o r i g i n a n d d i s t r i b u t i",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"a romance novel. Use this worksheet to help you create a story arc. This is just a template to get you started.<br>Here you will find a list of some of the best travel writing books you should read to improve your travel writing skills.<br>The Stegner Center offers a variety of workshops on literary craft, including creative writing, novel writing, memoir writing, poetry, and the craft of fiction. Click here to learn more about our workshops.<br>Handy tools for your writing journey, including mind maps, mind-mapping software, and a mind-mapping worksheet.<br>The Stegner Center sponsors a variety of literary events, including workshops, readings, and a literary salon.<br>For more information about our literary events, including readings, workshops, and our annual literary salon, visit the Events Calendar.<br>The Stegner Center offers several resources for graduate students and faculty, including a graduate student lounge, a monthly reading series, and a faculty reading series<br>The Stegner Center for the Humanities, Stanford University is a nonprofit organization dedicated to fostering connection and the exchange of ideas through literary events, educational programs, and activities for the general public. All proceeds support the Stegner Center’s programming and operations.<br>The Ste",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"A) trapped in a loveless marriage, B) forced to uncover each other's secrets, C) on a quest to save their relationship.<br>Picking A) or C) feels boring, but B) is perfect.<br>Sadly, I don't know how to write historical fiction. I don't know how different it is to write fiction set in the present day. I want to do this right, and I am not sure if it is possible to do this right.<br>Do I have to pick a historical time period? Can I write about the present? If I pick a time period, what is it going to be? (I am thinking of writing this book in a historical English city, but I am not sure if it is relevant. I think it would be appropriate, but I don't really know.)<br><br>A:<br><br>I would suggest reading up on the genre a bit, and make sure you are writing in the correct tone (ie, you don't have to write down to the reader, using ""kid speak"", etc). I think one of the biggest things that historical fiction has to deal with is that you have to make the fantasy believable. If you start to write things like ""it was so warm that the birds",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"the hero and heroine, their love story, and their life together. Make sure you include some conflict in your story.<br>Write a historical fiction story about people who have a secret that they are hiding from others. Make sure you include some conflict in your story.<br>Write a story about a young girl who is very overweight, and her relationship with her family and friends. Make sure you include some conflict in your story.<br>The U.S. has long been the gold standard for post-secondary education, but the weight of tuition has been growing for decades. For many families, this means they’re left with the option of taking out student loans to help fund their children’s education.<br>As a result, student loan debt has become a major concern for many families. In fact, about 44 percent of recent college graduates are saddled with debt from student loans, and about 12 percent of Americans have more than $100,000 in student loan debt, according to the Federal Reserve.<br>While student loan debt doesn’t have the stigma that credit card debt or mortgage debt do, it is still important to pay it off as quickly as possible.<br>Getting ahead of your student loans as quickly as possible may help you avoid the associated debt obligations. This",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>flowery</b> passage about sunsets:,"“Now the sun was setting. In the sky between the suburb and the sea there was a livid, opalescent haze, and in the sky above the sea-gulls, like a crown of flame, the sun had just set.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,A.B.C.D. Write a flowery passage about a sunset. Write a flowery passage about a sunset. Write a flowery passage about a sunset. Write a flowery passage about a sunset. ,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sunset was a flower of flame. A great red flower, the flower of the multitudes""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"“I look out the window and there it is! It is not what it once was, and I know that I cannot go back to the way it was, but it is still a wonder and a treasure. It is still the world.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""A gold-green color is seen in the west, which gradually changes into a purple tint.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sun was going down on the western horizon"".",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"Write a hill-tribe elder telling a story. A line from a poem. Encourage your students to write in a variety of styles. It's good practice for their future writing. 2. Develop a writing unit that will introduce your students to different types of writing. Be sure to include a variety of genres as well as a variety of methods of writing. Students will be more likely to want to read and write if they know what to expect. For example, we had a writing unit where we read the same book, The Three Little Pigs, and then wrote the story as different genres: a story-poem, a story-prose, a story-story, and a story-poem-story. We also did a lesson on essays, and we wrote essays. We also did a unit on research papers and boy, did we have some problems then! It was wonderful to see students who struggled to write research papers in English become proficient writers in the science program. We also did a unit on how to write for the media and included some writing for the web. Another unit we did was a unit on writing for children's magazines. We had several teachers who published their own children's magazines. We learned all about",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sky was a brilliant blue, and all the golden glory was in the sky, and the gold was as golden as any gold that ever was."" ",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"have the reader's eyes fill with tears. Why: A good book should be a document, not a fairy tale; the author's job is to record the truth. But a writer should always include something that's true and beautiful—a graceful phrase, a vivid image, a tender passage. And that's why the best writers are _honest_ —they allow the reader to see and touch the truth, no matter how delicate or painful it may be. _Write in a way that lets the person who reads you know his own thoughts and feelings better than he knows them himself._ —JAMES DEAN **HOW TO** write a _good_ story: **1.** **Distill your life into a single story that has one central idea.** The best stories are the ones that have a single idea, and that idea is always the same. And the more of your life you can distill into one story, the better. Consider the following: • _The one thing that makes all your life worthwhile is your family._ • _The one thing that makes all your life worthwhile is your work._ • _The one thing that makes all your life worthwhile is your friendships._",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""A bluish-red nimbus seems to rise from the horizon, and as it sinks beneath the Marble Cliffs, it spreads itself upon the sea, and tinges the river with a roseate hue.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>humorous</b> passage about love:,"26. Shakespeare’s Romeo and Juliet is a play that many people think of as a tragedy. In fact, there is humor in the story that can be appreciated by anyone who reads it. The play begins when the two lovers, Romeo and Juliet, are separated. Romeo is banished from Verona because of the scandalous way he behaved with his brother’s wife, Juliet. Juliet has been given to the family of the Duke of Verona. Despite the many obstacles they put in their way, Romeo and Juliet fall in love. The play ends tragically when Romeo is stabbed to death and Juliet is left to die in the arms of her mother. However, the play is not all tragedy. While Romeo and Juliet are separated, they write many letters to each other. One of those letters, after Romeo is banished from Verona, is given to Juliet’s nurse. The nurse reads it aloud to Juliet, and Juliet is forced to admit to her nurse that she loves Romeo. At this point, the nurse tells Juliet that Romeo is coming to Verona to get her so she can marry him. Juliet tells her nurse that she cannot marry him because she is already engaged to someone else. The nurse suggests that Juliet meet the man and then tell him that she is",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"a) He who has never loved has never laughed. b) Man loves, but knows not why. c) Love is a thing of two extremes, of opposites in a way. d) I can think of no greater mistake than to take God for an optimist. ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"Write a humorous passage about love and romantic relationships. Do not use any of the above responses as examples. 5. Mention a conversation (in person or on the phone) with a teacher: Mention a conversation (in person or on the phone) with a teacher. Mention a conversation (in person or on the phone) with a teacher. 6. Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: 7. Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: 8. Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: Mention a time when you were going out with someone, and they broke up with you: 10",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"Write a humorous passage on love. Explain a humorous situation that occurred in your life: Explain a humorous situation that occurred in your life. 5. Write about your favorite book, movie, or play. Explain why you enjoy it. 6. Describe a humorous book you have read or seen. Explain what it meant to you. 7. Write about a humorous movie scene or a funny play you have seen. Explain what it meant to you. 8. Write a humorous story about a person you know. 9. Write a humorous story about a person you have known or met. 10. Explain the humor in a cartoon or comic strip. 11. Write a humorous letter to a person you know. 12. Write a humorous letter to a person you have known or met. 13. What are the differences between a humorous and a dramatic story? 14. What is the difference between a humorous and a serious story? 15. What is the difference between a humorous and a dramatic movie? 16. What is the difference between a humorous and a serious movie? 17. What is the difference between a humorous and a serious play? 18",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"Write a humorous passage about love and place it in the journal. If you’re feeling especially witty, you can even write it in rhyme! 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34. 35. 36. 37. 38. 39. 40. 41. 42. 43. 44. 45. 46. 47. 48. 49. 50. 51. 52. 53. 54. 55. 56. 57. 58. 59",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"* Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ### **14** **.** Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ### **15** **.** Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ### **16** **.** Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ### **17** **.** Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ### **18** **.** Write a humorous passage about ""love"" (or ""love"" and ""love"" or ""love"" and ""love"" and ""love"" and ""love"") ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"""Love is like a post office. It is not a place you go to just once. It is not something that you buy that lasts forever. It is not something you put in your pocket and just use when you want to. It is not a hobby. It is not something you have a feeling about and then it is gone. Love is a lifelong commitment.""",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
